file,engine,workload,concurrency,model,max_tokens,input_tokens,num_requests,num_successful,num_failed,total_duration_s,request_throughput_req_s,output_throughput_tok_s,e2e_latency_p50_s,e2e_latency_p95_s,e2e_latency_p99_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,tpot_mean_s,approx_total_output_tokens
experiments/vllm_prefix_off_fair_20260523_184540/raw/vllm_prefix_off_fair_long_c1.jsonl,vllm_prefix_off_fair,long,1,Qwen/Qwen2.5-7B-Instruct,128,1024,96,96,0,210.77443453855813,0.45546320743390817,37.34798300958047,2.1943146362900734,2.2023062026128173,2.2031031887046995,0.24812837690114975,0.25131389405578375,0.25233861105516553,0.024038862043449367,7872
experiments/vllm_prefix_off_fair_20260523_184540/raw/vllm_prefix_off_fair_long_c2.jsonl,vllm_prefix_off_fair,long,2,Qwen/Qwen2.5-7B-Instruct,128,1024,96,96,0,99.89266110770404,0.9610315606317967,65.35014612296217,2.081833346746862,2.105391380842775,2.1080755180679263,0.36386202182620764,0.47294339118525386,0.47390035837888717,0.025598475831774603,6528
experiments/vllm_prefix_off_fair_20260523_184540/raw/vllm_prefix_off_fair_long_c4.jsonl,vllm_prefix_off_fair,long,4,Qwen/Qwen2.5-7B-Instruct,128,1024,96,96,0,66.86792710237205,1.4356658589554891,112.99886698195496,2.7832049503922462,2.787801994010806,3.2246559815481306,0.4452220629900694,0.44601420452818274,0.8635221225209534,0.029867079684208386,7556
experiments/vllm_prefix_off_fair_20260523_184540/raw/vllm_prefix_off_fair_long_c8.jsonl,vllm_prefix_off_fair,long,8,Qwen/Qwen2.5-7B-Instruct,128,1024,96,96,0,43.550568452104926,2.204334028511631,159.72236981590527,3.6785748451948166,4.551532418467104,4.820009505003688,0.8152451673522592,1.6337822191417217,1.6346461578272282,0.03854564356846722,6956
experiments/vllm_prefix_off_fair_20260523_184540/raw/vllm_prefix_off_fair_long_c16.jsonl,vllm_prefix_off_fair,long,16,Qwen/Qwen2.5-7B-Instruct,128,1024,96,96,0,31.94001848809421,3.005633826911667,213.33738433933436,5.416657223366201,6.737580119166523,7.149513015896082,1.0035671992227435,3.2345614046789706,3.2355922343209387,0.055425839251026655,6814
experiments/vllm_prefix_off_fair_20260523_184540/raw/vllm_prefix_off_fair_long_c32.jsonl,vllm_prefix_off_fair,long,32,Qwen/Qwen2.5-7B-Instruct,128,1024,96,96,0,26.636845152825117,3.6040304116051893,282.4658835095567,8.755621227435768,13.940748834051192,13.941555465292186,2.0067746127024293,6.395012963563204,6.39679133510217,0.07875861950590289,7524
experiments/vllm_prefix_off_fair_20260523_184540/raw/vllm_prefix_off_fair_shared_prefix_c1.jsonl,vllm_prefix_off_fair,shared_prefix,1,Qwen/Qwen2.5-7B-Instruct,128,128,96,96,0,273.8351037800312,0.3505759439707035,31.7052119328505,2.8511703349649906,2.8638790110126138,2.865975662320852,0.24677220359444618,0.24865106958895922,0.25146583290770647,0.029484274414369693,8682
experiments/vllm_prefix_off_fair_20260523_184540/raw/vllm_prefix_off_fair_shared_prefix_c2.jsonl,vllm_prefix_off_fair,shared_prefix,2,Qwen/Qwen2.5-7B-Instruct,128,128,96,96,0,148.5030543655157,0.6464513501770265,59.12336306827388,3.0931721534579992,3.101530729793012,3.1032312849536536,0.42699566949158907,0.47355519188567996,0.4747588599100709,0.03051778453257346,8780
experiments/vllm_prefix_off_fair_20260523_184540/raw/vllm_prefix_off_fair_shared_prefix_c4.jsonl,vllm_prefix_off_fair,shared_prefix,4,Qwen/Qwen2.5-7B-Instruct,128,128,96,96,0,84.83029408939183,1.1316711916480904,104.26699677215998,3.532951041124761,3.5398236261680722,3.5471623160876335,0.8592699896544218,0.860699852462858,0.8733566769398748,0.031358555947965695,8845
experiments/vllm_prefix_off_fair_20260523_184540/raw/vllm_prefix_off_fair_shared_prefix_c8.jsonl,vllm_prefix_off_fair,shared_prefix,8,Qwen/Qwen2.5-7B-Instruct,128,128,96,96,0,52.77030644193292,1.8192048989830278,166.40039810385383,4.395278163254261,4.415102121420205,4.415550016798079,1.6358878621831536,1.6591124227270484,1.6596500846557318,0.034090933104511674,8781
experiments/vllm_prefix_off_fair_20260523_184540/raw/vllm_prefix_off_fair_shared_prefix_c16.jsonl,vllm_prefix_off_fair,shared_prefix,16,Qwen/Qwen2.5-7B-Instruct,128,128,96,96,0,37.59077551215887,2.5538180229601397,232.2378264629377,6.2686586026102304,6.452978778630495,6.51801379350945,1.7910264069214463,3.2982694879174232,3.299913027975708,0.045891961840718414,8730
experiments/vllm_prefix_off_fair_20260523_184540/raw/vllm_prefix_off_fair_shared_prefix_c32.jsonl,vllm_prefix_off_fair,shared_prefix,32,Qwen/Qwen2.5-7B-Instruct,128,128,96,96,0,29.180244022980332,3.28989709354031,297.59860791983385,9.712535986676812,13.092671474441886,13.096470465697347,2.9987617852166295,6.540365722961724,6.5435084859840575,0.07436935431434229,8684
experiments/vllm_prefix_off_fair_20260523_184540/raw/vllm_prefix_off_fair_short_c1.jsonl,vllm_prefix_off_fair,short,1,Qwen/Qwen2.5-7B-Instruct,128,256,96,96,0,262.04569816589355,0.36634831509130583,38.10022476949581,2.7017368422821164,2.712093154899776,2.851192360930137,0.10603378713130951,0.10745731135830283,0.24757138723506736,0.02519113709829886,9984
