file,engine,workload,concurrency,model,max_tokens,input_tokens,num_requests,num_successful,num_failed,total_duration_s,request_throughput_req_s,output_throughput_tok_s,e2e_latency_p50_s,e2e_latency_p95_s,e2e_latency_p99_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,tpot_mean_s,approx_total_output_tokens
experiments/vllm_kv_pressure_with_prefix_20260523_214128/raw/vllm_kv_pressure_with_prefix_long_c8.jsonl,vllm_kv_pressure_with_prefix,long,8,Qwen/Qwen2.5-7B-Instruct,1024,3072,256,256,0,94.03659287467599,2.722344484993997,242.83100122983566,1.7560684168711305,9.47425640374422,22.845911713317026,0.06941146310418844,0.10470418678596616,0.6959881328977644,0.026523836373167485,22835
experiments/vllm_kv_pressure_with_prefix_20260523_214128/raw/vllm_kv_pressure_with_prefix_long_c16.jsonl,vllm_kv_pressure_with_prefix,long,16,Qwen/Qwen2.5-7B-Instruct,1024,3072,256,256,0,56.82208028808236,4.505290878160482,428.56579478501584,1.9459712663665414,10.896124160848558,25.654305740073323,0.07409476488828659,0.1305958698503673,0.13336899578571318,0.029649162073200806,24352
experiments/vllm_kv_pressure_with_prefix_20260523_214128/raw/vllm_kv_pressure_with_prefix_long_c32.jsonl,vllm_kv_pressure_with_prefix,long,32,Qwen/Qwen2.5-7B-Instruct,1024,3072,256,256,0,65.78575661592185,3.891419863035236,785.5651839913983,2.039689339697361,27.89482508227229,27.959484226815402,0.08698990847915411,0.176832583732903,0.1824959414079785,0.030164212179071302,51679
experiments/vllm_kv_pressure_with_prefix_20260523_214128/raw/vllm_kv_pressure_with_prefix_long_c64.jsonl,vllm_kv_pressure_with_prefix,long,64,Qwen/Qwen2.5-7B-Instruct,1024,3072,256,256,0,34.61498419940472,7.395641105172092,862.0544163216219,2.3808423690497875,8.465733890421689,26.77413728525862,0.13244970422238111,0.34409793745726347,0.35019139768555757,0.03523823084693224,29840
experiments/vllm_kv_pressure_with_prefix_20260523_214128/raw/vllm_kv_pressure_with_prefix_long_c128.jsonl,vllm_kv_pressure_with_prefix,long,128,Qwen/Qwen2.5-7B-Instruct,1024,3072,256,256,0,34.73500806093216,7.370086097314983,983.532231806921,3.578702283091843,31.14029311714694,31.14422355322167,0.4861003626137972,0.6406390559859574,0.647419859841466,0.04825744278609771,34163
experiments/vllm_kv_pressure_with_prefix_20260523_214128/raw/vllm_kv_pressure_with_prefix_shared_prefix_c8.jsonl,vllm_kv_pressure_with_prefix,shared_prefix,8,Qwen/Qwen2.5-7B-Instruct,1024,128,256,256,0,489.1301529929042,0.5233780792976666,227.57950888710567,15.632554771378636,23.54907655529678,23.593541808146984,0.04986381623893976,0.06762232352048159,0.7292149777524173,0.033821768729609736,111316
experiments/vllm_kv_pressure_with_prefix_20260523_214128/raw/vllm_kv_pressure_with_prefix_shared_prefix_c16.jsonl,vllm_kv_pressure_with_prefix,shared_prefix,16,Qwen/Qwen2.5-7B-Instruct,1024,128,256,256,0,278.985343368724,0.9176109286201993,401.47270335978686,17.72826417349279,26.132484833709896,26.183623718190937,0.05323593970388174,0.1390345124527812,0.14261696953326464,0.03753075354646143,112005
experiments/vllm_kv_pressure_with_prefix_20260523_214128/raw/vllm_kv_pressure_with_prefix_shared_prefix_c32.jsonl,vllm_kv_pressure_with_prefix,shared_prefix,32,Qwen/Qwen2.5-7B-Instruct,1024,128,256,256,0,201.5528125334531,1.2701385645884247,934.8170220583127,28.04818002972752,28.157607258763164,28.181206161063166,0.06130963936448097,0.19455857807770371,0.19886763235554097,0.03479162152231995,188415
experiments/vllm_kv_pressure_with_prefix_20260523_214128/raw/vllm_kv_pressure_with_prefix_shared_prefix_c64.jsonl,vllm_kv_pressure_with_prefix,shared_prefix,64,Qwen/Qwen2.5-7B-Instruct,1024,128,256,256,0,124.27307755127549,2.0599795631066877,932.744261943405,26.70305899810046,44.838949568104,45.69838173678145,0.16249778401106596,0.40520747657865286,0.40832105446606876,0.058642815232270065,115915
experiments/vllm_kv_pressure_with_prefix_20260523_214128/raw/vllm_kv_pressure_with_prefix_shared_prefix_c128.jsonl,vllm_kv_pressure_with_prefix,shared_prefix,128,Qwen/Qwen2.5-7B-Instruct,1024,128,256,256,0,81.97450688108802,3.1229221100573725,1368.5840179891663,31.54277359135449,46.61408960400149,52.98947634110227,0.3944438183680177,0.8263083905912936,1.0352173347026061,0.0693994111183385,112189
experiments/vllm_kv_pressure_with_prefix_20260523_214128/raw/vllm_kv_pressure_with_prefix_short_c8.jsonl,vllm_kv_pressure_with_prefix,short,8,Qwen/Qwen2.5-7B-Instruct,1024,512,256,256,0,97.69839522987604,2.620309160633127,267.27153438457896,2.940659367479384,2.9571917015127838,6.674858862254768,0.043086775578558445,0.05645198281854391,3.8145492162555454,0.02862509020640501,26112
experiments/vllm_kv_pressure_with_prefix_20260523_214128/raw/vllm_kv_pressure_with_prefix_short_c16.jsonl,vllm_kv_pressure_with_prefix,short,16,Qwen/Qwen2.5-7B-Instruct,1024,512,256,256,0,49.478787276893854,5.173934408848167,527.741309702513,3.084709517657757,3.104703138116747,3.1133689914830027,0.04641759395599365,0.07102059479802847,0.07613742910325527,0.03005287485323399,26112
experiments/vllm_kv_pressure_with_prefix_20260523_214128/raw/vllm_kv_pressure_with_prefix_short_c32.jsonl,vllm_kv_pressure_with_prefix,short,32,Qwen/Qwen2.5-7B-Instruct,1024,512,256,256,0,25.745579345151782,9.943454624500731,1014.2323716990746,3.2113401126116514,3.23114809114486,3.234793678391725,0.08308149687945843,0.11929120449349284,0.12116391779854893,0.030924926731662854,26112
experiments/vllm_kv_pressure_with_prefix_20260523_214128/raw/vllm_kv_pressure_with_prefix_short_c64.jsonl,vllm_kv_pressure_with_prefix,short,64,Qwen/Qwen2.5-7B-Instruct,1024,512,256,256,0,14.455772606655955,17.70918836134213,1812.0096872538895,3.577555357478559,3.680762386880815,3.683590165246278,0.13173506036400795,0.1620262204669416,0.18912250623106955,0.03402409461084731,26194
experiments/vllm_kv_pressure_with_prefix_20260523_214128/raw/vllm_kv_pressure_with_prefix_short_c128.jsonl,vllm_kv_pressure_with_prefix,short,128,Qwen/Qwen2.5-7B-Instruct,1024,512,256,256,0,10.723567904904485,23.872651553119457,2435.0104584181845,5.3231642339378595,5.394931867718697,5.39842738583684,0.26465030759572983,0.31604121066629887,0.32365221669897437,0.05024258466595945,26112
