file,engine,workload,concurrency,model,max_tokens,input_tokens,num_requests,num_successful,num_failed,total_duration_s,request_throughput_req_s,output_throughput_tok_s,e2e_latency_p50_s,e2e_latency_p95_s,e2e_latency_p99_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,tpot_mean_s,approx_total_output_tokens
experiments/vllm_kv_pressure_20260523_201508/raw/vllm_kv_pressure_long_c8.jsonl,vllm_kv_pressure,long,8,Qwen/Qwen2.5-7B-Instruct,1024,3072,256,256,0,238.4405628386885,1.0736428271778193,83.40023930178951,6.526797713711858,7.83377193287015,24.15862199710682,3.607286480255425,3.6363625447265804,4.825589899811893,0.05214930146856697,19886
experiments/vllm_kv_pressure_20260523_201508/raw/vllm_kv_pressure_long_c16.jsonl,vllm_kv_pressure,long,16,Qwen/Qwen2.5-7B-Instruct,1024,3072,256,256,0,225.3106421995908,1.1362090911499116,111.10882182752691,8.941345538944006,43.52441040612757,90.85197095228355,2.49291461519897,7.57452702568844,9.08164910664782,0.09327163138015658,25034
experiments/vllm_kv_pressure_20260523_201508/raw/vllm_kv_pressure_long_c32.jsonl,vllm_kv_pressure,long,32,Qwen/Qwen2.5-7B-Instruct,1024,3072,256,256,0,197.94633177667856,1.2932798385413735,97.60221281491928,22.01350262016058,28.252203258685768,122.50808281106875,17.19599279202521,22.5526839280501,23.549454147182402,0.07703719574341272,19320
experiments/vllm_kv_pressure_20260523_201508/raw/vllm_kv_pressure_long_c64.jsonl,vllm_kv_pressure,long,64,Qwen/Qwen2.5-7B-Instruct,1024,3072,256,256,0,196.30404250882566,1.3040994812345266,98.58686429817107,48.6125477347523,52.5786925079301,101.4170477990061,40.54130362998694,47.32306838966906,50.97314035231248,0.08451022867799775,19353
experiments/vllm_kv_pressure_20260523_201508/raw/vllm_kv_pressure_long_c128.jsonl,vllm_kv_pressure,long,128,Qwen/Qwen2.5-7B-Instruct,1024,3072,256,256,0,196.3284838758409,1.3039371310069081,98.57459100147145,93.36823463719338,104.95677697332576,106.47421991666779,86.04999320022762,97.72898469446227,100.34939142139629,0.08448504217026225,19353
experiments/vllm_kv_pressure_20260523_201508/raw/vllm_kv_pressure_shared_prefix_c8.jsonl,vllm_kv_pressure,shared_prefix,8,Qwen/Qwen2.5-7B-Instruct,1024,128,256,256,0,648.0441994853318,0.3950347834350062,170.88340592809604,20.237668671645224,31.412304427474737,32.376761459000406,0.6669415468350053,1.2658663392066956,3.879913761094192,0.04354087014036428,110740
experiments/vllm_kv_pressure_20260523_201508/raw/vllm_kv_pressure_shared_prefix_c16.jsonl,vllm_kv_pressure,shared_prefix,16,Qwen/Qwen2.5-7B-Instruct,1024,128,256,256,0,534.2634266391397,0.47916437329503264,209.56141561908262,32.64142372459173,48.45284852897748,50.891107249632476,5.975659400224686,9.2029023100622,10.484081487357617,0.05981363619472953,111961
experiments/vllm_kv_pressure_20260523_201508/raw/vllm_kv_pressure_shared_prefix_c32.jsonl,vllm_kv_pressure,shared_prefix,32,Qwen/Qwen2.5-7B-Instruct,1024,128,256,256,0,529.6371827628464,0.4833497502282202,209.20358994057523,63.741557877510786,82.05134410923347,85.83861714443191,38.530997866764665,42.235531160607934,47.03474506167691,0.060441319907420334,110802
experiments/vllm_kv_pressure_20260523_201508/raw/vllm_kv_pressure_shared_prefix_c64.jsonl,vllm_kv_pressure,shared_prefix,64,Qwen/Qwen2.5-7B-Instruct,1024,128,256,256,0,533.1074399705976,0.48020339017238084,210.852431559011,127.43061761558056,145.7575000282377,148.6092497116886,103.37152100913227,108.8144634901546,111.30111937485636,0.05967117537932412,112407
experiments/vllm_kv_pressure_20260523_201508/raw/vllm_kv_pressure_shared_prefix_c128.jsonl,vllm_kv_pressure,shared_prefix,128,Qwen/Qwen2.5-7B-Instruct,1024,128,256,256,0,531.6248937174678,0.4815425369001838,207.58809699127883,249.43258382566273,275.8279814715497,282.83940532924606,230.61557301692665,239.59448397997767,247.7295911385677,0.06091347941705224,110359
